2024-12-09 08:30:24.384 UTC [53] FATAL:  terminating connection due to administrator command
2024-12-09 08:30:24.384 UTC [61] FATAL:  terminating connection due to administrator command
2024-12-09 08:30:24.384 UTC [52] FATAL:  terminating connection due to administrator command
2024-12-09 08:30:24.384 UTC [51] FATAL:  terminating connection due to administrator command
2024-12-09 08:30:24.384 UTC [48] FATAL:  terminating connection due to administrator command
2024-12-09 08:30:24.384 UTC [43] FATAL:  terminating connection due to administrator command
2024-12-09 08:30:24.384 UTC [46] FATAL:  terminating connection due to administrator command
2024-12-09 08:30:24.384 UTC [50] FATAL:  terminating connection due to administrator command
2024-12-09 08:30:24.386 UTC [47] FATAL:  terminating connection due to administrator command
2024-12-09 08:30:24.387 UTC [45] FATAL:  terminating connection due to administrator command
2024-12-09 08:30:24.387 UTC [44] FATAL:  terminating connection due to administrator command
2024-12-09 08:30:24.389 UTC [1] LOG:  background worker "logical replication launcher" (PID 34) exited with exit code 1
2024-12-09 08:30:24.391 UTC [29] LOG:  shutting down
2024-12-09 08:30:24.413 UTC [1] LOG:  database system is shut down
